,date,location,IP address,component,interaction,duration,downtime
6594,2021-08-19,"14057 Brianna Fall Suite 744
New Brittany, TN 13485",192.226.140.170,web frontend,type,95.98,0.0
6595,2021-07-04,"USNS Browning
FPO AA 43584",188.204.153.190,ai engine,parameter values invalid,78.89,51.5
6596,2021-06-02,"195 Megan Junction Suite 532
Paulhaven, ND 75698",146.120.23.182,android frontend,type,23.27,11.6
6597,2021-06-29,"0563 Holly Crescent
Jennifershire, FL 45913",202.198.239.138,django controller,HTTP 401 response,94.93,68.87
6598,2021-06-22,"46884 Larson Heights Suite 678
North Johnmouth, NJ 63607",209.215.169.158,ios frontend,dormant,11.75,27.18
6599,2021-08-15,"PSC 8394, Box 8044
APO AP 75145",159.241.222.177,shipping database,throttling,0.29,0.0
6600,2021-06-08,"PSC 0067, Box 7568
APO AP 33291",154.112.94.157,sap shipping management system,unknown shipping code,75.27,81.72
6601,2021-07-22,"USNV Carlson
FPO AP 93216",202.14.60.50,ai engine,parameter values invalid,52.58,15.64
6602,2021-07-27,"5190 Mclaughlin Manors
West Tammyview, ID 07896",7.218.26.81,ios frontend,scroll,15.53,28.89
6603,2021-05-25,"537 Payne Cove
Jenningsview, VA 64818",89.136.174.190,mongodb database,entry does not exist,30.51,52.54
6604,2021-07-23,"747 Richards Creek
Lake Daniellehaven, NY 57781",62.209.155.84,customer database,other,32.62,88.09
6605,2021-08-11,"20936 Jessica Keys
Lake Justinmouth, AL 12780",179.225.38.12,android frontend,scroll,20.19,10.07
6606,2021-08-10,"988 Kelli Turnpike Apt. 365
Leslieport, WV 26985",30.55.239.178,django controller,HTTP 404 response,70.11,0.0
6607,2021-07-09,"618 Erika Skyway Suite 878
New Tracie, WY 91986",59.234.25.65,customer database,cannot find customer,16.73,25.95
6608,2021-08-06,"0411 Anderson Trail
Tracyhaven, OH 68679",217.5.201.180,shipping database,throttling,39.55,53.87
6609,2021-07-08,"9775 Jonathan Rapid Apt. 061
Lake Gina, AZ 57108",106.177.64.163,android frontend,scroll,35.77,2.98
6610,2021-06-07,"05728 Oconnor Trafficway Apt. 680
South Kaitlinstad, NC 70541",197.211.5.95,django controller,HTTP 404 response,80.38,0.0
6611,2021-06-13,"2892 Victor Grove
South Tarafurt, SC 94673",43.207.83.118,django controller,HTTP 500 response,16.75,13.44
6612,2021-05-29,"3909 David Ways Suite 970
Michelleberg, AK 47624",59.70.149.160,ios frontend,refresh,90.95,90.49
6613,2021-07-04,"750 Elizabeth Village Suite 956
East Edwinhaven, CT 95528",220.83.54.229,ios frontend,scroll,63.120000000000005,81.31
6614,2021-08-17,"7578 Kaylee Branch
North Cassandra, AK 89812",56.249.241.126,mongodb database,entry does not exist,15.61,18.52
6615,2021-06-28,"360 Morales Court
Smithton, PA 97795",206.173.14.203,web frontend,refresh,67.27,0.0
6616,2021-06-02,"5460 Carla Turnpike Apt. 650
Port Sheila, MT 24247",213.18.125.158,customer database,SQL injection threat,43.3,0.0
6617,2021-06-29,"354 Young Isle Suite 047
Lake Brittany, FL 64071",112.244.111.196,ios frontend,refresh,29.86,2.06
6618,2021-07-09,"399 Robinson Lodge
Susanchester, ID 45117",136.133.32.201,shipping database,request timeout,8.26,1.73
6619,2021-07-27,"4446 Robert Branch Apt. 661
South Eric, NH 37194",91.67.68.106,ai engine,parameter values invalid,31.69,56.64
6620,2021-06-11,"710 Ruth Way Apt. 046
Beckerbury, OR 56968",164.109.234.152,ai engine,training data error,66.16,34.73
6621,2021-06-26,"6099 Gonzalez Light
Campbellstad, GA 23252",6.250.197.64,sap shipping management system,connection timeout,97.74,55.97
6622,2021-08-11,"00140 Ashley Creek
Nataliechester, AR 41836",184.116.182.190,shipping database,potential SSH threat,89.28,69.11
6623,2021-06-28,"0653 Pham Expressway Suite 338
Gonzalesshire, MS 27595",118.101.185.197,ios frontend,new route,11.65,19.5
6624,2021-08-06,"802 Williams Course
Crossstad, VT 11976",220.136.81.124,django controller,HTTP 500 response,0.75,0.0
6625,2021-06-01,"056 Jackson Court
East Miguel, OR 15204",188.107.247.207,shipping database,invalid key,0.69,0.0
6626,2021-08-11,"45682 Joshua Turnpike
South Maryport, CT 17272",52.239.11.168,android frontend,refresh,33.15,78.62
6627,2021-07-15,"USCGC Gray
FPO AP 37698",180.125.213.247,sap shipping management system,invalid SAP unit code,76.51,6.89
6628,2021-07-13,"22103 Hodges Circles
West Spencer, CT 26920",193.47.192.203,customer database,update data error,8.57,0.0
6629,2021-06-24,"8262 Matthew Common
Melissaville, PA 27992",169.191.4.203,ios frontend,refresh,6.26,0.0
6630,2021-05-31,"2201 Diane Light Suite 735
North Scott, WY 12614",22.80.107.8,ios frontend,type,60.09,0.0
6631,2021-07-01,"326 Jack Streets
West Amberland, SD 61918",221.1.68.42,customer database,update data error,80.4,28.8
6632,2021-06-17,"793 Flores Valley Suite 785
New Scottstad, DC 91847",167.198.82.147,ios frontend,new route,90.76,0.0
6633,2021-06-13,"4037 Ferrell Ville Apt. 668
Mccannburgh, NH 47190",186.18.113.187,sap shipping management system,connection timeout,93.69,0.0
6634,2021-06-26,"USCGC Walker
FPO AE 55896",162.83.224.203,sap shipping management system,unknown shipping code,71.4,0.0
6635,2021-08-18,"0527 Kimberly Canyon Apt. 747
East Richardmouth, WV 59334",222.58.98.9,sap shipping management system,unknown shipping code,82.38,0.0
6636,2021-06-03,"66423 Blair Turnpike
Marshallburgh, SC 67774",197.149.145.178,android frontend,type,19.48,0.0
6637,2021-07-19,"84239 Rodriguez Oval Apt. 467
Nicholasfort, WI 80483",188.169.189.128,android frontend,bounce,81.96,87.18
6638,2021-06-04,"502 Rachel Rapids Suite 410
North Beth, ND 04339",210.210.156.255,sap shipping management system,connection timeout,3.43,2.0
6639,2021-06-26,"869 Alexander Burg
South Melissa, VT 35371",65.232.83.149,android frontend,dormant,8.57,3.12
6640,2021-08-05,"6957 Campos Shoal
South Michael, TX 43875",63.24.89.178,shipping database,SQL injection threat,77.27,93.74
6641,2021-06-07,"236 Bush Villages
New Dawn, RI 67215",141.77.22.69,android frontend,refresh,82.38,77.9
6642,2021-06-06,"5159 Robinson Creek
Lake Joshuaside, MA 58134",152.79.93.231,ai engine,bias detected in training data,55.16,42.33
6643,2021-07-19,"23846 Emily Via
Simmonsside, OH 06454",221.84.213.220,shipping database,request timeout,31.3,0.4099999999999999
6644,2021-06-14,"7730 Christopher Spring Suite 251
West Glenn, AR 75925",70.177.13.2,ios frontend,new route,35.58,0.0
6645,2021-06-21,"58583 Adam Overpass Apt. 928
Baldwinview, AK 47106",130.220.207.35,mongodb database,other,54.85,80.35
6646,2021-07-10,"695 Tracey River
Barajasshire, HI 46458",216.37.240.55,customer database,potential SSH threat,34.37,53.97
6647,2021-06-11,"963 Amanda Lodge Suite 393
South Gregory, CO 90501",23.93.235.177,django controller,HTTP 500 response,2.92,0.0
6648,2021-07-19,"79188 Casey Pine Suite 480
North Larryville, NJ 90071",201.217.49.222,ai engine,model version invalid,37.15,41.05
6649,2021-07-22,"27817 Brandon Station
North Eduardo, DC 00780",180.128.80.10,web frontend,dormant,42.14,0.0
6650,2021-06-30,"0455 Kirk Creek
Chambersbury, DE 87515",86.44.175.90,ai engine,error loading model,30.57,63.44
6651,2021-07-18,"PSC 1752, Box 6769
APO AA 00566",41.160.62.110,ai engine,model version invalid,42.32,78.14
6652,2021-06-03,"USCGC Davis
FPO AP 61202",201.2.185.89,django controller,HTTP 500 response,35.89,0.0
6653,2021-07-02,"USNS Johnson
FPO AA 25327",223.245.0.6,web frontend,scroll,36.5,50.66
6654,2021-05-23,"2482 Jacob Unions
Jeromefort, FL 07258",180.189.175.48,django controller,HTTP 401 response,32.62,97.7
6655,2021-06-24,"103 Perez Plaza Apt. 066
East Bailey, WY 46890",45.232.15.63,android frontend,scroll,32.17,69.09
6656,2021-07-24,"PSC 9099, Box 0550
APO AA 24011",56.46.221.7,ai engine,model version invalid,94.7,8.29
6657,2021-05-22,"85192 Emily Ridges Suite 710
Alexandrabury, MT 20739",201.118.252.248,mongodb database,SQL injection threat,42.58,81.5
6658,2021-07-27,"PSC 8557, Box 9662
APO AE 50440",136.209.138.127,web frontend,click,16.47,0.0
6659,2021-07-16,"8776 Stephanie Villages Suite 250
Mariafort, CA 64146",206.58.162.20,android frontend,type,46.45,0.0
6660,2021-07-08,"86279 Brown Falls Apt. 185
Theodoreborough, IN 42909",129.44.245.39,shipping database,potential SSH threat,96.05,95.22
6661,2021-06-08,"7401 Wilson Walk Apt. 149
New Kellyhaven, OH 57554",139.159.167.149,mongodb database,server error,69.58,40.57
6662,2021-08-18,"36578 Larry Village Apt. 639
Prestonport, AL 05741",201.199.227.32,customer database,other,94.3,5.55
6663,2021-07-14,"431 Fleming Parkway
East Jade, HI 48866",201.32.64.42,shipping database,potential SSH threat,21.95,16.56
6664,2021-06-11,"777 Vazquez Mountain
Port Michelle, NJ 36651",142.147.234.37,shipping database,invalid key,2.81,0.0
6665,2021-06-09,"525 Stanley Mews Apt. 450
Greenbury, TX 77092",208.124.111.23,ios frontend,scroll,7.34,0.8799999999999999
6666,2021-07-24,"856 Olivia Lock
Smithmouth, NM 13479",56.217.120.154,mongodb database,server error,95.13,15.7
6667,2021-07-27,"1543 Jason Causeway Suite 186
Matthewshire, NV 25417",169.69.227.90,ios frontend,dropdown click,66.21,0.0
6668,2021-06-02,"7541 Martinez Brook
Jillhaven, DC 27937",36.151.41.47,shipping database,SQL injection threat,0.72,0.0
6669,2021-07-24,"USS Meyer
FPO AE 44242",116.71.232.154,android frontend,refresh,76.15,0.0
6670,2021-08-06,"8593 Elizabeth Dam Suite 982
South Tina, UT 93530",138.141.78.115,ai engine,bias detected in training data,26.45,3.27
6671,2021-05-25,"58479 Garcia Station Apt. 034
New Jamesborough, NC 50541",194.250.100.52,django controller,HTTP 404 response,84.71,55.53
6672,2021-06-25,"669 Adam Stream
East Mollyburgh, AL 85118",87.159.239.238,sap shipping management system,connection timeout,17.3,28.33
6673,2021-06-14,"68956 Kelly Prairie
Gregoryville, NC 36236",216.226.86.212,ai engine,parameter values invalid,44.04,97.82
6674,2021-06-07,"55163 David Course Suite 383
North Tylerbury, IA 45287",137.122.243.84,django controller,HTTP 500 response,35.61,0.0
6675,2021-08-18,"635 Arellano Spur
Baldwinland, MO 32703",15.122.217.186,ai engine,model version invalid,41.95,85.48
6676,2021-08-15,"034 Jose Squares
North James, GA 30511",218.152.180.119,ios frontend,scroll,88.06,76.64
6677,2021-06-23,"00985 Thompson Via
Lake Keith, SC 28977",171.209.245.26,ai engine,training data error,79.63,18.13
6678,2021-08-15,"502 David Alley Apt. 171
Jessicaburgh, TX 93623",178.29.206.128,ios frontend,refresh,51.57,77.49
6679,2021-07-05,"Unit 1185 Box 5282
DPO AE 79149",204.79.180.86,ai engine,training data error,79.71,47.48
6680,2021-07-24,"Unit 4202 Box 2188
DPO AE 27781",161.148.46.63,customer database,update data error,5.22,3.45
6681,2021-08-07,"28854 Jones Lights
Lake Elizabeth, VA 80109",194.221.146.252,ai engine,model version invalid,80.92,79.6
6682,2021-06-18,"PSC 8727, Box 4151
APO AA 47662",176.96.52.96,sap shipping management system,connection timeout,4.3,0.96
6683,2021-08-16,"674 Stephanie Corners Apt. 780
Herreraport, IA 62743",177.230.78.45,sap shipping management system,unknown shipping code,26.51,0.0
6684,2021-07-17,"15411 Guerra Mission
Melindaborough, CT 95167",63.53.253.174,mongodb database,throttling,82.64,7.01
6685,2021-07-17,"189 Ortiz Throughway Apt. 009
North Sherri, RI 62452",215.252.243.37,web frontend,refresh,21.17,0.0
6686,2021-05-30,"7706 Carmen Avenue
South Jeremy, IA 23727",128.203.161.83,customer database,SQL injection threat,64.36,0.0
6687,2021-07-15,"553 Crosby Avenue
Jasonbury, FL 99901",174.179.104.248,shipping database,SQL injection threat,2.56,0.0
6688,2021-08-02,"3733 Robert Pike
Port Maryview, TX 51981",159.224.33.52,mongodb database,SQL injection threat,46.42,15.8
6689,2021-08-10,"7747 Turner Estates
Lake Royshire, AK 51967",218.239.202.251,ios frontend,scroll,19.22,15.329999999999998
6690,2021-08-16,"98447 Sarah Wells Apt. 735
Campbellshire, WA 54164",17.111.89.133,android frontend,type,75.94,37.04
6691,2021-07-13,"8932 Patrick Burgs
North Matthewfort, HI 62750",44.144.95.60,ai engine,model version invalid,11.37,21.46
6692,2021-06-03,"6171 Baxter Pines
Port Derrickmouth, KY 17453",103.158.72.239,ios frontend,new route,56.6,17.75
6693,2021-06-09,"75899 Vincent Estates Apt. 528
Hubbardberg, WV 88992",206.247.247.248,mongodb database,throttling,76.07,26.16
6694,2021-05-28,"935 Ruiz Ridge Apt. 372
Lake Heatherhaven, MD 77199",105.251.163.225,customer database,cannot find customer,67.12,36.0
6695,2021-07-25,"11209 Williams Locks Suite 849
Browningshire, HI 89149",157.35.139.48,customer database,update data error,87.02,89.31
6696,2021-06-06,"USCGC Nguyen
FPO AE 13964",221.90.114.65,sap shipping management system,unknown shipping code,85.16,0.0
6697,2021-07-10,"80860 Kirsten Motorway
Port Shirleyburgh, WY 76700",8.209.61.239,customer database,update data error,16.84,27.88
6698,2021-08-06,"68828 Morris Ridges Apt. 925
Quinnborough, MD 42327",213.174.24.70,ios frontend,scroll,6.59,0.0
6699,2021-07-28,"Unit 8894 Box 5006
DPO AP 33974",183.54.149.172,sap shipping management system,connection timeout,66.84,0.0
6700,2021-05-23,"703 Victoria Prairie Apt. 139
Kennethshire, OR 57799",99.175.6.141,sap shipping management system,invalid SAP unit code,0.4099999999999999,0.0
6701,2021-07-01,"405 Jackson Station Apt. 172
East Angel, WY 19607",161.39.93.100,android frontend,dropdown click,15.6,6.43
6702,2021-06-15,"1177 Joseph Cliffs
East Nicoleshire, WY 89442",154.200.155.124,shipping database,potential SSH threat,28.96,24.83
6703,2021-05-29,"65376 Julie Garden Suite 963
East Lisa, NH 50630",214.44.252.100,mongodb database,throttling,50.93,6.44
6704,2021-06-26,"8860 Tamara Islands Apt. 390
Whitneyburgh, CT 71795",126.251.62.156,sap shipping management system,unknown shipping code,66.21,0.0
6705,2021-07-29,"96072 Ward View Suite 026
Georgeberg, NC 56561",173.22.59.46,sap shipping management system,server error,41.77,30.69
6706,2021-08-04,"887 Alexander Loop
North Angelafurt, NV 42818",134.58.222.113,android frontend,refresh,42.27,0.0
6707,2021-07-02,"214 Morrow Island
Thomasmouth, NH 69209",141.67.165.113,shipping database,potential SSH threat,14.85,28.45
6708,2021-06-18,"0392 Martin Shoal Apt. 003
North Heatherburgh, TX 44554",204.142.161.109,ios frontend,dormant,49.9,0.0
6709,2021-06-07,"15417 Simpson Turnpike
Lake Phillip, OR 30280",147.0.100.240,mongodb database,throttling,89.65,88.22
6710,2021-05-30,"199 Walls Estate
Bethmouth, OH 15335",34.236.173.196,ios frontend,bounce,46.41,64.85
6711,2021-06-07,"4345 John Inlet
Lake Jessicaberg, CA 30821",223.80.145.164,sap shipping management system,server error,88.06,90.41
6712,2021-07-24,"4019 Johnny Hills Apt. 092
Hensleyburgh, OR 12367",18.188.226.37,ios frontend,refresh,28.53,0.0
6713,2021-07-10,"PSC 5133, Box 2893
APO AP 69372",194.132.91.202,android frontend,type,39.4,44.43
6714,2021-07-10,"38573 Lauren Passage
East Edward, AL 03446",206.169.226.50,customer database,update data error,8.29,3.05
6715,2021-05-21,"42447 Brennan Stream Apt. 680
Haleyfort, KY 59474",139.150.92.201,ai engine,error loading model,21.75,5.52
6716,2021-05-27,"44618 Bryant Bridge Apt. 261
Jeffreyshire, SC 12264",94.193.71.237,shipping database,throttling,63.63,86.03
6717,2021-08-10,"99742 Jamie Corner Suite 726
Chanchester, AL 84774",221.189.92.117,django controller,HTTP 400 response,60.82,0.0
6718,2021-06-22,"5975 Tonya Drive
Port Christian, WI 85496",184.226.165.13,mongodb database,server error,47.42,9.93
6719,2021-05-23,"068 White Mall
Shellyside, CT 68414",205.26.112.88,ai engine,error loading model,1.0,0.0
6720,2021-05-23,"397 Proctor Forks
North Lisaborough, TX 69921",145.187.133.80,mongodb database,entry does not exist,7.85,1.0
6721,2021-06-22,"0918 Eric Wall
New Mark, OK 27034",178.181.199.201,shipping database,throttling,74.56,83.42
6722,2021-06-29,"150 David Parkways
Port Christopherbury, WY 77693",168.175.240.113,mongodb database,server error,11.74,14.92
6723,2021-05-28,"8096 Julia Union Suite 172
Port Johnberg, NH 95502",187.128.186.85,web frontend,type,34.2,0.0
6724,2021-07-28,"6126 Holland Court
North Derekfort, AZ 86675",158.192.117.70,ios frontend,dormant,37.63,17.45
6725,2021-05-20,"PSC 4479, Box 0418
APO AE 76295",87.14.38.245,sap shipping management system,server error,30.3,63.52
6726,2021-07-12,"6895 Bryan Shores
West Matthew, SD 03615",200.193.220.152,web frontend,dropdown click,44.96,0.0
6727,2021-08-07,"PSC 1185, Box 1871
APO AE 48538",206.160.38.97,shipping database,potential SSH threat,28.43,3.85
6728,2021-07-23,"56033 White Harbors Suite 600
Jonesberg, OK 09573",165.248.241.194,android frontend,dormant,36.53,78.69
6729,2021-07-03,"18269 Rita Locks Suite 656
New Cody, LA 16061",135.163.42.232,django controller,HTTP 404 response,48.14,29.28
6730,2021-07-20,"99879 Joe Expressway
Loveton, HI 43242",16.144.192.1,android frontend,click,59.41,67.65
6731,2021-07-24,"06348 Barnes Stream
Elliotttown, IA 04874",69.151.229.95,web frontend,bounce,29.29,28.79
6732,2021-07-28,"610 Alyssa Common
East Brianburgh, WV 80333",203.245.68.205,web frontend,refresh,60.52,0.0
6733,2021-06-26,"46363 Julia Creek Suite 679
Garciamouth, NM 79292",188.40.11.23,customer database,potential SSH threat,46.77,79.93
6734,2021-07-04,"3078 Leah Ville Apt. 462
Port Jacob, AK 11609",169.74.170.103,shipping database,request timeout,95.43,71.03
6735,2021-06-23,"659 Sherry Flats
Lake Vernonborough, VT 68513",185.62.11.200,customer database,potential SSH threat,15.3,0.0
6736,2021-07-11,"682 Kyle Highway Suite 256
Martinshire, NY 79028",43.145.147.238,web frontend,scroll,68.27,0.0
6737,2021-07-04,"Unit 7381 Box 5945
DPO AP 40287",53.24.155.83,shipping database,SQL injection threat,43.64,64.86
6738,2021-07-11,"PSC 6602, Box 5693
APO AA 11983",223.153.57.109,android frontend,click,75.64,0.0
6739,2021-06-28,"5238 Taylor Extension
Walkerstad, FL 49796",136.124.15.184,shipping database,invalid key,10.24,20.56
6740,2021-07-15,"5688 Samantha Islands Apt. 957
Fullerport, MS 70470",43.50.91.189,mongodb database,SQL injection threat,6.13,0.55
6741,2021-08-04,"5892 Nelson Trail
Simsland, MN 61461",16.134.118.208,django controller,HTTP 400 response,66.25,56.27
6742,2021-06-30,"32571 Mendoza Springs Suite 204
Phillipsberg, NY 18840",214.63.134.84,ios frontend,refresh,73.8,50.27
6743,2021-05-22,"7151 Stephanie Springs Apt. 119
Gilbertburgh, AZ 62376",130.54.243.98,shipping database,throttling,3.78,0.4599999999999999
6744,2021-08-16,"USCGC Gonzalez
FPO AA 05216",131.243.170.187,sap shipping management system,unknown shipping code,19.02,0.0
6745,2021-06-19,"7858 Angela Plaza
Port Dianamouth, VA 75448",216.135.196.28,django controller,not authorised,42.13,31.9
6746,2021-07-13,"150 Amy Drive
South Patriciahaven, DE 89995",9.83.199.210,sap shipping management system,unknown shipping code,79.66,9.34
6747,2021-06-28,"775 Tammy Forge Apt. 160
North Davidstad, NE 79435",99.21.77.65,sap shipping management system,server error,11.43,5.51
6748,2021-06-01,"2935 Courtney Summit Apt. 853
East Benjamin, NE 72085",199.160.183.123,mongodb database,throttling,74.44,81.78
6749,2021-05-20,"9192 Julia Dale Apt. 053
West Sarahmouth, TX 33280",121.253.233.53,shipping database,SQL injection threat,12.82,10.21
6750,2021-07-20,"38654 Evans Dale
Port Amberport, MA 77833",202.119.71.172,web frontend,type,14.45,0.0
6751,2021-08-01,"936 Tara Summit Suite 727
Karenfurt, AR 31127",47.210.174.210,ai engine,training data error,93.78,60.45
6752,2021-07-26,"80992 Roach Pines
Freemanburgh, HI 97031",199.162.84.141,mongodb database,SQL injection threat,45.48,6.56
6753,2021-06-09,"48250 Rivas Keys Suite 139
Christybury, NY 43600",154.243.32.96,ai engine,model version invalid,30.29,49.0
6754,2021-05-21,"005 Ashley Island
Hoodland, AL 31894",141.31.90.62,django controller,not authorised,60.25,28.43
6755,2021-07-16,"1117 Jennifer Orchard Apt. 181
Hernandezshire, FL 22551",205.73.20.99,customer database,SQL injection threat,71.59,87.04
6756,2021-08-07,"268 Hays River Suite 051
New Elijah, CA 39991",210.136.195.186,android frontend,new route,13.81,10.11
6757,2021-08-01,"47512 Barker Dam
Bradleyfort, IA 53255",119.71.125.68,web frontend,refresh,19.4,0.0
6758,2021-08-01,"142 Delacruz Crescent Apt. 599
South Daniel, VA 96471",149.47.242.234,ai engine,bias detected in training data,7.4,1.34
6759,2021-07-05,"26870 Santiago Forks
Simmonston, TN 71848",71.5.6.95,shipping database,throttling,37.15,82.53
6760,2021-08-17,"66987 Ashley Tunnel Apt. 185
North Grant, AK 78910",90.50.160.86,sap shipping management system,server error,19.04,20.21
6761,2021-07-29,"957 Taylor Ville Apt. 848
Patrickmouth, NH 12328",4.115.138.149,ios frontend,dropdown click,75.55,0.0
6762,2021-08-07,"8057 Matthew Plains
South Samanthaville, MA 25268",192.18.128.106,mongodb database,other,61.6,15.56
6763,2021-06-27,"80909 Molly Station Suite 499
West Allison, OH 63174",219.255.184.17,ai engine,training data error,37.3,70.47
6764,2021-05-26,"415 Caleb Vista
Torresport, LA 80863",212.119.45.68,django controller,HTTP 401 response,42.02,0.0
6765,2021-06-24,"124 Guzman Forges Apt. 142
East Jenniferburgh, NV 44623",220.215.240.4,customer database,cannot find customer,87.71,0.0
6766,2021-07-01,"2341 Richard Loop Suite 659
New Malloryside, NM 84714",162.225.182.103,ai engine,model version invalid,5.92,2.27
6767,2021-07-31,"76429 Bruce Mission Apt. 598
Port Debra, ME 31129",210.195.191.94,ai engine,parameter values invalid,15.56,24.92
6768,2021-07-11,"82024 Wendy Views Suite 029
Paulchester, WA 77484",97.180.160.19,mongodb database,other,31.93,39.94
6769,2021-07-27,"128 Don Courts Apt. 722
West Christinachester, ND 56605",129.19.121.109,django controller,HTTP 401 response,61.24,20.51
6770,2021-08-11,"3920 George Villages
Browntown, VA 43613",104.30.187.137,sap shipping management system,unknown shipping code,62.21,0.0
6771,2021-05-24,"6857 Austin Centers Apt. 063
North Gabrielle, MI 08061",191.105.235.113,customer database,update data error,19.47,0.0
6772,2021-07-29,"572 Castro Corner Suite 207
Nathanielchester, PA 33629",190.16.54.118,ai engine,error loading model,91.69,36.73
6773,2021-06-17,"07692 Cook Flat
West Michael, MT 12290",26.204.221.2,ios frontend,refresh,94.61,0.0
6774,2021-07-29,"467 Lauren Brooks
Johnchester, NM 89995",216.29.98.121,ios frontend,new route,44.02,87.43
6775,2021-07-28,"092 Erik Ridges
East Thomas, TX 84646",43.3.230.33,android frontend,bounce,80.15,0.0
6776,2021-08-05,"787 Stephanie Shores
East Jessicaton, OR 16373",206.13.214.157,web frontend,bounce,63.260000000000005,0.03
6777,2021-07-15,"64527 Jennifer Station
North Timothyton, AZ 77621",155.126.157.62,sap shipping management system,invalid SAP unit code,50.52,0.0
6778,2021-05-20,"9051 Bryce Mission Apt. 279
East Dennis, WI 08237",200.128.69.96,django controller,HTTP 401 response,61.64,0.0
6779,2021-06-17,"38620 Singleton Roads
Cynthiaborough, ME 92008",172.230.212.54,django controller,HTTP 404 response,10.61,18.25
6780,2021-06-17,"0958 Katherine Creek Apt. 331
Port Donna, LA 91260",170.5.224.212,web frontend,dropdown click,28.15,0.0
6781,2021-06-16,"930 Haley Points Apt. 873
Jonesborough, NY 34611",144.10.200.78,sap shipping management system,unknown shipping code,97.47,0.0
6782,2021-06-24,"7363 Cody Camp
Melanieport, VT 80554",67.252.208.95,ios frontend,new route,2.61,0.0
6783,2021-07-27,"24616 Sabrina Port Suite 471
Bestland, IN 80820",43.234.2.29,shipping database,invalid key,22.37,9.43
6784,2021-06-04,"Unit 2981 Box 6394
DPO AA 53112",204.211.53.4,mongodb database,throttling,80.41,36.89
6785,2021-06-23,"099 Julia Center Suite 391
Sarahburgh, SC 41121",116.180.252.188,shipping database,throttling,47.24,22.85
6786,2021-06-25,"388 Weaver Vista
Christophermouth, SD 32490",64.195.53.73,ai engine,model version invalid,3.03,0.6100000000000001
6787,2021-08-12,"972 Jenny Underpass
Walkerland, OK 87468",145.40.31.43,ios frontend,new route,10.87,0.0
6788,2021-06-02,"846 Hill Port
North Julie, NH 30324",194.246.41.104,customer database,cannot find customer,38.51,0.0
6789,2021-08-05,"320 Thompson Rest
West Jenniferfurt, TN 48383",158.188.125.188,customer database,SQL injection threat,28.34,0.0
6790,2021-05-29,"47937 Strickland Skyway Suite 904
Jamieberg, AK 22103",197.48.227.191,web frontend,dropdown click,76.2,96.09
6791,2021-08-14,"930 Abigail Roads Apt. 372
Vickichester, WV 24788",7.160.15.237,customer database,SQL injection threat,4.96,0.6599999999999999
6792,2021-06-17,"Unit 3441 Box 9895
DPO AA 72292",189.196.141.47,ai engine,bias detected in training data,86.37,33.41
6793,2021-06-12,"455 Smith Station
Lauraville, MT 88921",51.233.174.224,django controller,not authorised,79.32,0.0
6794,2021-05-31,"7229 Harrell Vista Suite 425
Alejandroberg, MI 37787",41.54.81.83,django controller,HTTP 404 response,65.51,91.59
6795,2021-07-18,"891 Flores Squares
Jonesfurt, IL 57865",177.221.242.241,android frontend,new route,65.86,95.58
6796,2021-08-04,"0733 Tanya Isle Apt. 022
East Holly, TX 83405",44.224.138.74,ai engine,bias detected in training data,40.0,57.74
6797,2021-07-27,"75361 Nicholas Extensions Suite 078
North Andrewview, AL 26586",204.39.111.64,customer database,other,6.2,0.0
6798,2021-05-22,"Unit 4906 Box 3831
DPO AA 91028",28.153.138.175,customer database,other,30.89,71.48
6799,2021-08-01,"2628 Gerald Circles
West Justinbury, OR 26674",145.187.225.18,sap shipping management system,server error,81.94,0.0
6800,2021-07-19,"121 Gutierrez Parkways
Thompsonton, HI 48800",63.43.86.6,django controller,not authorised,35.92,0.0
6801,2021-05-25,"Unit 8233 Box 7246
DPO AA 93270",147.186.125.165,ai engine,error loading model,59.26,2.26
6802,2021-07-26,"13839 Richardson Garden
Christophermouth, WV 86784",74.177.130.157,ios frontend,new route,91.5,0.0
6803,2021-06-14,"5347 Patel Island
South Darlenemouth, WY 36010",194.10.79.234,ios frontend,click,15.07,0.0
6804,2021-06-14,"21101 Martinez Land
Torresfort, KS 18916",111.136.176.227,web frontend,bounce,59.28,76.87
6805,2021-08-11,"5203 Angel Mills Suite 397
North Cynthialand, CO 61352",132.139.202.185,android frontend,scroll,37.82,5.26
6806,2021-07-07,"265 Lori Fort
Justinmouth, NH 66130",196.31.21.57,mongodb database,SQL injection threat,27.31,16.11
6807,2021-05-27,"857 Christopher Village Apt. 446
Port Yolandaside, MD 28232",59.184.74.79,customer database,SQL injection threat,21.0,0.0
6808,2021-06-12,"8335 Spencer Glens
Lake Tiffanyberg, AK 76745",181.200.58.127,customer database,other,32.67,0.0
6809,2021-06-25,"6773 Karen Passage
East James, OR 64050",122.243.38.62,android frontend,refresh,20.32,25.21
6810,2021-06-22,"72235 Hughes Meadows Suite 861
Frankberg, AZ 51551",201.70.234.104,sap shipping management system,invalid SAP unit code,4.46,0.97
6811,2021-06-09,"55239 Cooper Cliff Suite 007
South Danielstad, TN 65880",177.38.213.62,ai engine,error loading model,3.97,0.97
6812,2021-06-17,"3013 Francis Estates Apt. 949
Wilsonside, MD 37820",139.167.159.15,ios frontend,click,91.6,0.0
6813,2021-06-13,"43305 Watts Valley
South Colleenshire, VT 19543",219.240.43.120,android frontend,type,55.84,0.0
